major,subject_category,subject_details
벤처창업학과,일반선택과목,"수학교과 : 수학I, Ⅱ, 미적분, 확률과 통계, 사회교과 : 경제, 생활과 윤리, 기술ㆍ가정교과 : 정보, 생활ㆍ교양교과 : 실용 경제"
벤처창업학과,진로선택과목,"실용 수학, 기하, 경제 수학, 수학 과제 탐구, 사회문제 탐구, 창의 경영, 지식 재산 일반"
벤처창업학과,전문교과Ⅰ,"심화 수학I, 정보과학, 국제 경제, 세계 문제와 미래 사회, 사회 탐구 방법 및 사회과제 연구"
벤처창업학과,전문교과Ⅱ,"기업과 경영, 회계 정보 처리 시스템, 금융 일반, 마케팅과 광고, 창업 일반, 커뮤니케이션, 유통 관리"
방사선과,공통과목,"영어, 과학"
방사선과,일반선택과목,"영어교과 : 영어Ⅰ, 영어Ⅱ, 영어 독해와 작문, 과학교과 : 화학Ⅰ, 생명과학Ⅰ, 교양교과 : 심리학"
방사선과,진로선택과목,"화학Ⅱ, 생명과학Ⅱ"
방사선과,전문교과Ⅰ,"고급화학 및 고급 생명과학, 화학실험 및 생명과학실험, 과학과제 연구"
방사선과,전문교과Ⅱ,"인체 구조와 기능, 기초 간호 임상 실무, 보건 간호"
원자력공학과,공통과목,"수학, 과학, 기술ㆍ가정"
원자력공학과,일반선택과목,"수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계, 과학교과 : 물리학Ⅰ, 화학Ⅰ, 기술ㆍ가정교과 : 기술ㆍ가정, 정보"
원자력공학과,진로선택과목,"기하, 수학과제 탐구, 물리학Ⅱ, 화학Ⅱ, 생활과 과학, 융합과학, 공학 일반"
원자력공학과,전문교과Ⅰ,"심화수학ⅠㆍⅡ, 고급 수학ⅠㆍⅡ, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 융합과학탐구, 과학과제연구, 생태와 환경, 세계문제와 미래 사회"
원자력공학과,전문교과Ⅱ,"공업 일반, 원자력 발전 설비 운용, 프로그래밍"
방송영상과,공통과목,"국어, 사회, 생활ㆍ교양"
방송영상과,일반선택과목,"국어교과 : 화법과 작문, 독서, 언어와 매체, 문학, 사회교과 : 세계사, 사회ㆍ문화, 생활과 윤리, 생활ㆍ교양교과 : 철학, 논리학, 심리학, 논술"
방송영상과,진로선택과목,"실용 국어, 심화 국어, 고전 읽기, 사회문제 탐구"
방송영상과,전문교과Ⅰ,"지역 이해, 세계 문제와 미래 사회, 현대 세계의 변화, 사회 탐구 방법 및 사회과제 연구"
방송영상과,전문교과Ⅱ,"커뮤니케이션, 미디어 콘텐츠 일반, 문화 콘텐츠 산업 일반, 영상 제작 기초, 방송 일반, 빅데이터 분석"
영상제작과,공통과목,"미술, 윤리"
영상제작과,일반선택과목,"예술교과 : 미술, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
영상제작과,진로선택과목,"미술 창작, 미술 감상과 비평"
영상제작과,전문교과Ⅰ,"미술 이론, 미술사, 드로잉 미술 전공 실기"
영상제작과,전문교과Ⅱ,"디자인 일반, 시각디자인, 색체 관리"
러시아학과,공통과목,"영어, 사회, 생활ㆍ교양"
러시아학과,일반선택과목,"영어교과 : 영어 회화, 영어Ⅰ, 영어 독해와 작문, 영어Ⅱ, 사회교과 : 한국지리, 세계지리, 세계사, 동아시아사, 경제, 사회ㆍ문화, 생활과 윤리, 윤리와 사상, 생활ㆍ교양교과 : 제2외국어Ⅰ 과목, 철학, 논리학, 심리학, 종교학"
러시아학과,진로선택과목,"여행지리, 사회문제 탐구, 제2외국어Ⅱ 과목"
러시아학과,전문교과Ⅰ,"국제 정치, 국제 경제, 국제법, 지역 이해, 비교 문화, 세계 문제와 미래 사회, 국제 관계와 국제기구, 현대 세계의 변화, 사회 탐구 방법 및 사회과제 연구"
러시아학과,전문교과Ⅱ,"커뮤니케이션, 비즈니스 영어"
아프리카어과,공통과목,"제2외국어, 사회, 예술, 국어"
아프리카어과,일반선택과목,"외국어교과 : 프랑스어, 독일어, 영어 회화, 영어, 사회교과 : 사회문화, 생활과 윤리, 윤리와 사상, 세계사, 세계지리, 교양ㆍ국어교과 : 철학, 심리학, 종교학, 문학, 독서"
아프리카어과,진로선택과목,"프랑스어Ⅱ, 독일어Ⅱ, 심화 국어, 고전 읽기, 고전과 윤리, 사회문제 탐구, 여행지리, 음악ㆍ미술감상 비평"
아프리카어과,전문교과Ⅰ,"전공기초 프랑스어, 프랑스어 회화, 프랑스어권 문화, 국제 관계와 국제기구, 국제 경제, 국제 정치, 지역 이해. 사회과제 연구"
아프리카어과,전문교과Ⅱ,서양 조리
게임콘텐츠과,공통과목,"수학, 과학, 기술ㆍ가정"
게임콘텐츠과,일반선택과목,"수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계, 사회교과 : 한국지리, 세계지리, 경제, 사회문화, 생활과 윤리 , 과학교과 : 물리학Ⅰ, 기술ㆍ가정교과 : 기술ㆍ가정, 정보"
게임콘텐츠과,진로선택과목,"실용수학, 기하, 수학과제 탐구, 물리학Ⅱ, 생활과 과학, 융합과학, 공학 일반"
게임콘텐츠과,전문교과Ⅰ,"심화수학ⅠㆍⅡ, 고급 수학ⅠㆍⅡ, 고급 물리학, 물리학 실험, 정보과학, 융합과학탐구, 과학과제연구, 지역 이해, 사회탐구 방법, 사회과제 연구"
게임콘텐츠과,전문교과Ⅱ,"프로그래밍, 자료 구조, 빅데이터 분석, 사물 인터넷 서비스 기획"
광학공학과,공통과목,"수학, 과학, 기술ㆍ가정"
광학공학과,일반선택과목,"수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계, 과학교과 : 물리학Ⅰ, 화학Ⅰ, 기술ㆍ가정교과 : 기술ㆍ가정, 정보"
광학공학과,진로선택과목,"기하, 물리학Ⅱ, 화학Ⅱ, 공학 일반"
광학공학과,전문교과Ⅰ,"심화수학ⅠㆍⅡ, 고급 수학ⅠㆍⅡ, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 생태와 환경, 과학과제연구"
광학공학과,전문교과Ⅱ,"공업 일반, 냉동 공조 설계, 프로그래밍"
생물학과,공통과목,"과학, 윤리, 교양, 수학"
생물학과,일반선택과목,"과학교과 : 생명과학Ⅰ, 화학Ⅰ, 사회교과 : 생활과 윤리, 사회문화, 윤리와 사상, 교양교과 : 보건학, 환경, 철학, 생활과 창의성, 인문학적 감성과 역사 이해"
생물학과,진로선택과목,"생명과학Ⅱ, 융합과학, 생활과 과학, 화학Ⅱ, 농업생명과학, 고전과 윤리"
생물학과,전문교과Ⅰ,"고급 생명과학, 생명과학 실험, 과학과제연구, 융합과학 탐구, 생태와 환경, 정보과학, 사회탐구 방법"
생물학과,전문교과Ⅱ,"생명공학 기술, 인간과 환경"
보건관리학과,공통과목,"영어, 수학, 과학, 정보"
보건관리학과,일반선택과목,"영어교과 : 영어Ⅰ, 영어Ⅱ, 영어 독해와 작문, 수학교과 : 수학Ⅰ, 수학Ⅱ, 미적분, 확률과 통계, 과학교과 : 화학Ⅰ, 생명과학Ⅰ, 기술ㆍ가정교과 : 정보"
보건관리학과,진로선택과목,"화학Ⅱ, 생명과학Ⅱ. 지식 재산 일반"
보건관리학과,전문교과Ⅰ,"정보과학, 과학 과제 연구"
보건관리학과,전문교과Ⅱ,"정보 보호 관리, 정보 처리와 관리, 공중 보건, 인체 구조와 기능, 기초 간호 임상 실무, 보건간호"
보건행정과,공통과목,"영어, 수학, 과학, 정보"
보건행정과,일반선택과목,"영어교과 : 영어Ⅰ, 영어Ⅱ, 영어 독해와 작문, 수학교과 : 수학Ⅰ, 수학Ⅱ, 미적분, 확률과 통계, 과학교과 : 화학Ⅰ, 생명과학Ⅰ, 기술ㆍ가정교과 : 정보"
보건행정과,진로선택과목,"화학Ⅱ, 생명과학Ⅱ, 지식 재산 일반"
보건행정과,전문교과Ⅰ,"정보, 과학, 과학과제 연구"
보건행정과,전문교과Ⅱ,"정보 보호 관리, 정보 처리와 관리, 공중 보건, 인체 구조와 기능, 기초 간호 임상 실무, 보건 간호 "
보건행정학과,공통과목,"영어, 수학, 과학, 정보"
보건행정학과,일반선택과목,"영어교과 : 영어I, 영어II, 영어 독해와 작문, 수학교과 : 수학I, 수학II, 미적분, 확률과 통계, 과학교과 : 화학I, 생명과학I, 기술ㆍ가정교과 : 정보"
보건행정학과,진로선택과목,"화학II, 생명과학II, 지식 재산 일반"
보건행정학과,전문교과Ⅰ,"정보 과학, 과학 과제 연구"
보건행정학과,전문교과Ⅱ,"정보 보호 관리, 정보 처리와 관리, 공중 보건, 인체 구조와 기능, 기초 간호 임상 실무, 보건 간호 "
비서행정과,공통과목,"사회, 생활ㆍ교양"
비서행정과,일반선택과목,"사회교과 : 한국지리, 세계지리, 세계사, 경제, 정치와 법, 사회ㆍ문화, 생활과 윤리, 윤리와 사상, 생활ㆍ교양교과 : 철학, 논리학, 심리학"
비서행정과,진로선택과목,사회문제 탐구
비서행정과,전문교과Ⅰ,"국제 정치, 국제 경제, 국제법, 지역 이해, 비교 문화, 세계 문제와 미래 사회, 국제 관계와 국제기구, 현대 세계의 변화, 사회 탐구 방법 및 사회 과제 연구"
비서행정과,전문교과Ⅱ,"커뮤니케이션, 정보 처리와 관리 정보 보호 관리, 빅데이터 분석"
비서행정학과,공통과목,"사회, 생활ㆍ교양"
비서행정학과,일반선택과목,"사회교과 : 한국지리, 세계지리, 세계사, 경제, 정치와 법, 사회ㆍ문화, 생활과 윤리, 윤리와 사상, 생활ㆍ교양교과 : 철학, 논리학, 심리학"
비서행정학과,진로선택과목,사회문제 탐구
비서행정학과,전문교과Ⅰ,"국제 정치, 국제 경제, 국제법, 지역 이해, 비교 문화, 세계 문제와 미래 사회, 국제 관계와 국제기구, 현대 세계의 변화, 사회 탐구 방법 및 사회과제 연구"
비서행정학과,전문교과Ⅱ,"커뮤니케이션, 정보처리와 관리, 정보 보호 관리, 빅데이터 분석"
건강관리과,공통과목,"체육, 윤리"
건강관리과,일반선택과목,"체육교과 : 체육, 운동과 건강, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
건강관리과,진로선택과목,"스포츠 생활, 체육 탐구"
건강관리과,전문교과Ⅰ,"스포츠 개론, 체육 지도법, 체육 전공 실기 기초, 체육 전공 실기 심화, 체육 전공 실기 응용"
건강관리과,전문교과Ⅱ,"인체 구조와 기능, 간호의 기초"
건강관리학과,공통과목,"체육, 윤리"
건강관리학과,일반선택과목,"체육교과 : 체육, 운동과 건강, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
건강관리학과,진로선택과목,"스포츠 생활, 체육 탐구"
건강관리학과,전문교과Ⅰ,"스포츠개론, 체육지도법, 체육 전공 실기 기초, 체육 전공 실기 심화, 체육 전공 실기 응용"
건강관리학과,전문교과Ⅱ,"인체 구조와 기능, 간호의 기초"
의무행정과,공통과목,"영어, 수학, 과학, 기술가정"
의무행정과,일반선택과목,"영어교과 : 영어Ⅰ, 영어Ⅱ, 영어 독해와 작문, 수학교과 : 수학Ⅰ, 수학Ⅱ, 미적분, 확률과 통계, 과학교과 : 화학Ⅰ, 생명과학Ⅰ, 기술ㆍ가정교과 : 정보"
의무행정과,진로선택과목,"화학Ⅱ, 생명과학Ⅱ, 지식 재산 일반"
의무행정과,전문교과Ⅰ,"정보 과학, 과학 과제 연구"
의무행정과,전문교과Ⅱ,"빅데이터 분석, 정보 보호 관리, 정보 처리와 관리"
보석감정과,공통과목,"미술, 윤리"
보석감정과,일반선택과목,"예술교과 : 미술, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
보석감정과,진로선택과목,"미술 창작, 미술 감상과 비평"
보석감정과,전문교과Ⅰ,"미술 이론, 미술사, 드로잉 미술 전공 실기"
보석감정과,전문교과Ⅱ,"디자인 일반, 시각디자인, 색체 관리"
아동복지과,공통과목,"사회, 생활ㆍ교양"
아동복지과,일반선택과목,"사회교과 : 정치와 법, 사회ㆍ문화, 경제, 생활과 윤리, 생활ㆍ교양교과 : 철학, 논리학, 심리학, 교육학, 보건"
아동복지과,진로선택과목,사회문제 탐구
아동복지과,전문교과Ⅰ,"지역 이해, 세계 문제와 미래 사회, 사회 탐구 방법 및 사회과제 연구"
아동복지과,전문교과Ⅱ,"인간 발달, 아동복지, 생활서비스 산업의 이해, 복지 서비스의 기초"
아동복지학과,공통과목,"사회, 생활ㆍ교양"
아동복지학과,일반선택과목,"사회교과 : 정치와 법, 사회ㆍ문화, 경제, 생활과 윤리, 생활ㆍ교양교과 : 철학, 논리학, 심리학, 교육학, 보건"
아동복지학과,진로선택과목,사회문제 탐구
아동복지학과,전문교과Ⅰ,"지역 이해, 세계 문제와 미래 사회, 사회 탐구 방법 및 사회과제 연구"
아동복지학과,전문교과Ⅱ,"인간 발달, 아동 복지, 생활서비스 산업의 이해, 복지 서비스의 기초"
아동학과,공통과목,"사회, 생활ㆍ교양"
아동학과,일반선택과목,"사회교과 : 사회ㆍ문화, 생활과 윤리, 기술ㆍ가정교과 : 기술ㆍ가정, 생활ㆍ교양교과 : 철학, 심리학, 교육학, 보건"
아동학과,진로선택과목,"사회문제 탐구, 가정과학"
아동학과,전문교과Ⅰ,"지역 이해, 세계 문제와 미래 사회, 현대 세계의 변화, 사회 탐구 방법 및 사회과제 연구"
아동학과,전문교과Ⅱ,"인간 발달, 아동 복지, 영유아 건강, 안전, 영양 지도, 복지 서비스의 기초"
항공서비스과,공통과목,"영어, 사회, 생활ㆍ교양"
항공서비스과,일반선택과목,"영어교과 : 영어 회화, 영어Ⅰ, 영어Ⅱ, 사회교과 : 한국지리, 세계지리, 경제, 정치와 법, 사회ㆍ문화, 생활과 윤리, 생활ㆍ교양교과 : 제2외국어 과목Ⅰ, 심리학"
항공서비스과,진로선택과목,"실용 영어, 진로 영어, 여행지리, 사회문제 탐구, 제2 외국어 과목Ⅱ"
항공서비스과,전문교과Ⅰ,"지역 이해, 세계 문제와 미래 사회, 사회 탐구 방법 및 사회과제 연구"
항공서비스과,전문교과Ⅱ,"커뮤니케이션, 비즈니스 영어"
항공서비스학과,공통과목,"영어, 사회, 생활ㆍ교양"
항공서비스학과,일반선택과목,"영어교과 : 영어 회화, 영어I, 영어Ⅱ, 사회교과 : 한국지리, 세계지리, 경제, 정치와 법, 사회ㆍ문화, 생활과 윤리, 생활ㆍ교양교과 : 제2외국어 과목I, 심리학"
항공서비스학과,진로선택과목,"실용 영어, 진로 영어, 여행지리, 사회문제 탐구, 제2외국어 과목Ⅱ"
항공서비스학과,전문교과Ⅰ,"지역 이해, 세계 문제와 미래 사회, 사회 탐구 방법 및 사회과제 연구"
항공서비스학과,전문교과Ⅱ,"커뮤니케이션, 비즈니스 영어"
항공운항과,공통과목,"수학, 영어, 과학, 교양"
항공운항과,일반선택과목,"수학ㆍ사회교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계, 정치와 법, , 영어교과 : 영어ⅠㆍⅡ, 영어회화, 영어 독해와 작문, 과학ㆍ교양교과 : 물리Ⅰ, 지구과학Ⅰ, 화학Ⅰ, 보건학, 논리학, 철학, 논술"
항공운항과,진로선택과목,"물리학Ⅱ, 융합과학, 수학탐구 과제, 기하, 사회문제 탐구, 공학일반, 실용영어, 진로영어, 고전과 윤리, 여행지리"
항공운항과,전문교과Ⅰ,"고급 물리학, 물리학 실험, 과학과제 연구, 심화수학ⅠㆍⅡ, 고급수학ⅠㆍⅡ, 심화영어ⅠㆍⅡ, 심화영어회화ⅠㆍⅡ"
항공운항과,전문교과Ⅱ,"항공기 일반, 항공기 실무 기초"
항공운항학과,공통과목,"수학, 영어, 과학, 교양"
항공운항학과,일반선택과목,"수학ㆍ사회교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계, 정치와 법, , 영어교과 : 영어ⅠㆍⅡ, 영어회화, 영어 독해와 작문, 과학ㆍ교양교과 : 물리Ⅰ, 지구과학Ⅰ, 화학Ⅰ, 보건학, 논리학, 철학, 논술"
항공운항학과,진로선택과목,"물리학Ⅱ, 융합과학, 수학탐구 과제, 기하, 사회문제 탐구, 공학일반, 실용영어, 진로영어, 고전과 윤리, 여행지리"
항공운항학과,전문교과Ⅰ,"고급 물리학, 물리학 실험, 과학과제 연구, 심화수학ⅠㆍⅡ, 고급수학ⅠㆍⅡ, 심화영어ⅠㆍⅡ, 심화영어회화ⅠㆍⅡ"
항공운항학과,전문교과Ⅱ,"항공기 일반, 항공기 실무 기초"
항공우주공학과,공통과목,"수학, 과학, 기술ㆍ가정"
항공우주공학과,일반선택과목,"수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계, 과학교과 : 물리학Ⅰ, 화학Ⅰ, 지구과학Ⅰ, 기술ㆍ가정교과 : 기술ㆍ가정, 정보"
항공우주공학과,진로선택과목,"기하, 수학과제 탐구, 물리학Ⅱ, 화학Ⅱ, 지구과학Ⅱ, 생활과 과학, 융합과학, 공학 일반"
항공우주공학과,전문교과Ⅰ,"심화수학ⅠㆍⅡ, 고급 수학ⅠㆍⅡ, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 고급 지구과학, 지구과학 실험, 정보과학, 융합과학탐구, 과학과제연구"
항공우주공학과,전문교과Ⅱ,"공업 일반, 기계 일반, 기계 제도, 항공기 일반, 항공기 실무 기초, 항공기 기체 제작, 프로그래밍, 자료구조"
문헌정보학과,공통과목,"국어, 수학, 생활ㆍ교양, 영어"
문헌정보학과,일반선택과목,"국어교과 : 언어와 매체, 독서, 문학, 화법과 작문, 수학교과 : 확률과 통계, 수학Ⅰ, 수학Ⅱ, 생활ㆍ교양교과 : 정보, 영어Ⅰ, 철학, 교육학, 심리학, 종교학, 논리학"
문헌정보학과,진로선택과목,"실용 국어, 심화 국어, 고전 읽기, 사회문제 탐구, 기하, 수학과제 탐구"
문헌정보학과,전문교과Ⅰ,"사회탐구 방법, 사회과제 연구, 문학과 매체, 정보과학"
문헌정보학과,전문교과Ⅱ,정보처리와 관리
사진영상학과,공통과목,"미술, 윤리"
사진영상학과,일반선택과목,"예술교과 : 미술, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
사진영상학과,진로선택과목,"미술 창작, 미술 감상과 비평"
사진영상학과,전문교과Ⅰ,"미술 이론, 미술사, 드로잉, 미술 전공 실기"
사진영상학과,전문교과Ⅱ,"디자인 일반, 시각 디자인, 색채 관리"
사진과,공통과목,"미술, 윤리"
사진과,일반선택과목,"예술교과 : 미술, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
사진과,진로선택과목,"미술 창작, 미술 감상과 비평"
사진과,전문교과Ⅰ,"미술 이론, 미술사, 드로잉 미술 전공 실기"
사진과,전문교과Ⅱ,"디자인 일반, 시각디자인, 색체 관리"
예술학과,공통과목,"미술, 윤리"
예술학과,일반선택과목,"예술교과 : 미술, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
예술학과,진로선택과목,"미술 창작, 미술 감상과 비평"
예술학과,전문교과Ⅰ,"미술 이론, 미술사, 드로잉, 미술 전공 실기"
예술학과,전문교과Ⅱ,"디자인 일반, 시각 디자인, 색채 관리"
가족복지과,공통과목,"사회, 생활ㆍ교양"
가족복지과,일반선택과목,"사회교과 : 사회ㆍ문화, 생활과 윤리, 윤리와 사상, 생활ㆍ교양교과 : 철학, 논리학, 심리학, 교육학"
가족복지과,진로선택과목,사회문제 탐구
가족복지과,전문교과Ⅰ,"지역 이해, 세계 문제와 미래 사회, 현대 세계의 변화, 사회 탐구 방법 및 사회과제 연구"
가족복지과,전문교과Ⅱ,"사무 행정, 인간 발달, 아동 복지, 복지 서비스의 기초, 대인 복지 서비스"
노인복지학과,공통과목,"사회, 생활ㆍ교양"
노인복지학과,일반선택과목,"사회교과 : 한국지리, 정치와 법, 사회ㆍ문화, 경제, 생활과 윤리, 생활ㆍ교양교과 : 철학, 논리학, 심리학, 교육학, 보건"
노인복지학과,진로선택과목,사회문제 탐구
노인복지학과,전문교과Ⅰ,"지역 이해, 세계 문제와 미래 사회, 현대 세계의 변화, 사회 탐구 방법 및 사회과제 연구"
노인복지학과,전문교과Ⅱ,"사무 행정, 인간 발달, 아동 복지, 복지 서비스의 기초, 대인 복지 서비스"
유아교육과,공통과목,"국어, 영어, 사회, 윤리"
유아교육과,일반선택과목,"사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
유아교육과,진로선택과목,"음악 연주, 미술 창작"
유아교육과,전문교과Ⅰ,"합창, 스포츠 개론, 체조 운동, 연극의 이해, 문예 창작 입문"
유아교육과,전문교과Ⅱ,"인간 발달, 영ㆍ유아 놀이지도, 아동 생활지도, 아동 복지"
유아교육학과,공통과목,"국어, 영어, 사회, 윤리"
유아교육학과,일반선택과목,"사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
유아교육학과,진로선택과목,"음악 연주, 미술 창작"
유아교육학과,전문교과Ⅰ,"합창, 스포츠 개론, 체조 운동, 연극의 이해, 문예 창작 입문"
유아교육학과,전문교과Ⅱ,"인간 발달, 영ㆍ유아 놀이지도, 아동 생활지도, 아동 복지"
청소년지도학과,공통과목,"사회, 생활ㆍ교양"
청소년지도학과,일반선택과목,"사회교과 : 사회ㆍ문화, 생활과 윤리, 윤리와 사상, 생활ㆍ교양교과 : 철학, 논리학, 심리학, 교육학"
청소년지도학과,진로선택과목,사회문제 탐구
청소년지도학과,전문교과Ⅰ,"지역 이해, 세계 문제와 미래 사회, 사회 탐구 방법 및 사회과제 연구, 정보과학"
청소년지도학과,전문교과Ⅱ,"커뮤니케이션, 인간 발달, 아동 복지, 빅데이터 분석"
특수교육학과,공통과목,"영어, 윤리"
특수교육학과,일반선택과목,"영어교과 : 영어, 체육ㆍ예술교과 : 음악, 미술, 연극, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
특수교육학과,진로선택과목,"음악 연주, 미술 창작"
특수교육학과,전문교과Ⅰ,"합창, 스포츠 개론, 체조 운동"
특수교육학과,전문교과Ⅱ,"간호의 기초, 인체 구조와 기능"
산업안전과,공통과목,"수학, 과학, 기술ㆍ가정"
산업안전과,일반선택과목,"수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계, 과학교과 : 물리학Ⅰ, 화학Ⅰ. 생명과학Ⅰ, 기술ㆍ가정교과 : 기술ㆍ가정, 정보"
산업안전과,진로선택과목,"기하, 물리학Ⅱ, 화학Ⅱ, 생명과학Ⅱ, 생활과 과학, 융합과학, 공학 일반"
산업안전과,전문교과Ⅰ,"심화수학ⅠㆍⅡ, 고급 수학ⅠㆍⅡ, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 고급 생명과학, 생명과학 실험, 정보과학, 융합과학 탐구, 과학과제연구, 생태와 환경"
산업안전과,전문교과Ⅱ,"환경 화학 기초, 산업 안전 보건 기초"
안전공학과,공통과목,"수학, 사회, 과학, 기술ㆍ가정"
안전공학과,일반선택과목,"수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계, 사회교과 : 한국지리, 세계지리, 경제, 사회문화, 생활과 윤리, 과학교과 : 물리학Ⅰ, 화학Ⅰ, 생명과학Ⅰ, 지구과학Ⅰ, 기술ㆍ가정교과 : 기술ㆍ가정, 정보"
안전공학과,진로선택과목,"실용수학, 기하, 경제수학, 수학과제 탐구, 물리학Ⅱ, 화학Ⅱ, 생명과학Ⅱ, 지구과학Ⅱ, 생활과 과학, 융합과학, 공학 일반, 사회문제 탐구"
안전공학과,전문교과Ⅰ,"심화수학ⅠㆍⅡ, 고급 수학ⅠㆍⅡ, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 고급 생명과학, 생명과학 실험, 고급 지구과학, 지구과학 실험, 정보과학, 융합과학탐구, 과학과제연구, 생태와 환경, 지역 이해, 사회과제 연구"
안전공학과,전문교과Ⅱ,"환경 화학 기초, 인간과 환경, 환경 생태 관리, 수질 관리, 대기 관리, 폐기물 관리"
화학공업과,공통과목,"수학, 과학, 기술ㆍ가정"
화학공업과,일반선택과목,"수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계 , 과학교과 : 물리학Ⅰ, 화학Ⅰ, 기술ㆍ가정교과 : 기술ㆍ가정, 정보"
화학공업과,진로선택과목,"기하, 물리학Ⅱ, 화학Ⅱ, 공학 일반"
화학공업과,전문교과Ⅰ,"심화수학ⅠㆍⅡ, 고급 수학ⅠㆍⅡ, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 과학과제연구"
화학공업과,전문교과Ⅱ,"공업 일반, 공업 화학, 제조 화학, 화학 분석, 석유 화학 제품"
환경공업과,,"수학, 사회, 과학, 기술ㆍ가정"
환경공업과,일반선택과목,"수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계, 사회교과 : 한국지리, 세계지리, 경제, 사회문화, 과학교과 : 물리학Ⅰ, 화학Ⅰ, 생명과학Ⅰ, 지구과학Ⅰ, 기술ㆍ가정교과 : 기술ㆍ가정, 정보"
