major,subject_category,subject_details
철도운전과,전문교과Ⅱ,"전기 철도 시공, 전기 철도 시설물 유지 보수, 철도 신호 제어 시공, 철도 신호 제어 시설물 유지 보수, 프로그래밍"
철도전기제어과,공통과목,"수학, 과학, 기술ㆍ가정"
철도전기제어과,일반선택과목,"수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계, 과학교과 : 물리학Ⅰ, 화학Ⅰ, 기술ㆍ가정교과 : 기술ㆍ가정, 정보"
철도전기제어과,진로선택과목,"기하, 물리학Ⅱ, 화학Ⅱ, 공학일반"
철도전기제어과,전문교과Ⅰ,"심화수학ⅠㆍⅡ, 고급 수학ⅠㆍⅡ, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 융합과학탐구, 과학과제연구"
철도전기제어과,전문교과Ⅱ,"공업 일반, 기계 제어 설계, 기계 소프트웨어 개발, 프로그래밍, 사물 인터넷 서비스 기획"
컴퓨터교육과,공통과목,"영어, 정보, 윤리"
컴퓨터교육과,일반선택과목,"기술ㆍ가정교과 : 정보, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
컴퓨터교육과,진로선택과목,"공학일반, 창의경영, 지식재산 일반"
컴퓨터교육과,전문교과Ⅰ,사회과제 연구
컴퓨터교육과,전문교과Ⅱ,"컴퓨터 보안, 정보처리와 관리, 프로그래밍, 사무관리, 회계 정보처리 시스템"
관현악과,공통과목,"음악, 윤리"
관현악과,일반선택과목,"예술교과 : 음악, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
관현악과,진로선택과목,"음악 연주, 음악 감상과 비평"
관현악과,전문교과Ⅰ,"음악이론, 음악사, 시창ㆍ청음, 음악 전공 실기"
관현악과,전문교과Ⅱ,음악 콘텐츠 제작 
피아노학과,공통과목,"음악, 윤리"
피아노학과,일반선택과목,"예술교과 : 음악, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
피아노학과,진로선택과목,"음악 연주, 음악 감상과 비평"
피아노학과,전문교과Ⅰ,"음악이론, 음악사, 시창ㆍ청음, 음악 전공 실기"
피아노학과,전문교과Ⅱ,음악 콘텐츠 제작 
애니메이션과,공통과목,"미술, 윤리"
애니메이션과,일반선택과목,"예술교과 : 미술, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
애니메이션과,진로선택과목,"미술 창작, 미술 감상과 비평"
애니메이션과,전문교과Ⅰ,"미술 이론, 미술사, 드로잉 미술 전공 실기"
애니메이션과,전문교과Ⅱ,"디자인 일반, 시각디자인, 색체 관리"
약학부,공통과목,"영어, 수학, 과학, 윤리"
약학부,일반선택과목,"영어교과 : 영어Ⅰ, 영어Ⅱ, 영어 독해와 작문, 수학교과 : 수학Ⅰ, 수학Ⅱ, 미적분, 확률과 통계, 과학교과 : 생명과학Ⅰ, 화학Ⅰ, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학"
약학부,진로선택과목,"생명과학Ⅱ, 화학Ⅱ, 융합과학"
약학부,전문교과Ⅰ,"고급 화학 및 고급 생명과학, 화학실험 및 생명과학 실험, 과학과제 연구"
약학부,전문교과Ⅱ,인체 구조와 기능
한약학과,공통과목,"영어, 수학, 과학, 윤리, 한문"
한약학과,일반선택과목,"영어교과 : 영어Ⅰ, 영어Ⅱ, 영어 독해와 작문, 수학교과 : 수학Ⅰ, 수학Ⅱ, 미적분, 확률과 통계, 과학교과 : 생명과학Ⅰ, 화학Ⅰ, 사회교과 : 생활과 윤리, 윤리와 사상, 한문교과 : 한문Ⅰ, 교양교과 : 철학, 심리학"
한약학과,진로선택과목,"생명과학Ⅱ, 화학Ⅱ. 한문Ⅱ"
한약학과,전문교과Ⅰ,"고급 화학 및 고급 생명과학, 화학실험 및 생명과학 실험, 과학과제 연구"
한약학과,전문교과Ⅱ,인체 구조와 기능
섬유디자인과,공통과목,"수학, 과학, 기술ㆍ가정"
섬유디자인과,일반선택과목,"수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계, 과학교과 : 물리학Ⅰ, 화학Ⅰ, 생명과학Ⅰ, 기술ㆍ가정교과 : 기술ㆍ가정, 정보"
섬유디자인과,진로선택과목,"기하, 물리학Ⅱ, 화학Ⅱ, 생명과학Ⅱ, 공학 일반"
섬유디자인과,전문교과Ⅰ,"심화수학ⅠㆍⅡ, 고급 수학ⅠㆍⅡ, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 고급 생명과학, 생명과학 실험, 생태와 환경, 과학과제연구"
섬유디자인과,전문교과Ⅱ,"공업 일반, 화학 일반, 재료 일반, 석유화학 제품"
섬유디자인학과,공통과목,"미술, 윤리"
섬유디자인학과,일반선택과목,"예술교과 : 미술, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
섬유디자인학과,진로선택과목,"미술 창작, 미술 감상과 비평"
섬유디자인학과,전문교과Ⅰ,"미술 이론, 미술사, 드로잉, 미술 전공 실기"
섬유디자인학과,전문교과Ⅱ,"디자인 일반, 시각 디자인, 색채 관리"
언어치료학과,공통과목,"국어, 사회, 기술ㆍ가정"
언어치료학과,일반선택과목,"국어교과 : 언어와 매체, 화법과 작문, 독서, 문학, 사회교과 : 사회문화, 생활과 윤리, 윤리와 사상, 세계사, 경제, 생활ㆍ교양교과 : 교육학, 심리학, 철학, 논리학, 논술, 정보"
언어치료학과,진로선택과목,"사회문제 탐구, 심화국어, 고전읽기, 고전과 윤리, 여행지리"
언어치료학과,전문교과Ⅰ,"문장론, 문학과 매체, 매체 미술, 정보과학"
언어치료학과,전문교과Ⅱ,"시각 디자인, 정보처리와 관리"
연예매니지먼트과,공통과목,"미술, 윤리"
연예매니지먼트과,일반선택과목,"예술교과 : 미술, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
연예매니지먼트과,진로선택과목,"미술 창작, 미술 감상과 비평"
연예매니지먼트과,전문교과Ⅰ,"미술 이론, 미술사, 드로잉 미술 전공 실기"
연예매니지먼트과,전문교과Ⅱ,"디자인 일반, 시각디자인, 색체 관리"
국제문화정보학과,공통과목,"영어, 사회, 생활ㆍ교양"
국제문화정보학과,일반선택과목,"영어교과 : 영어 회화, 영어Ⅰ, 영어 독해와 작문, 영어Ⅱ, 사회교과 : 한국지리, 세계지리, 세계사, 동아시아사, 경제, 사회ㆍ문화, 생활과 윤리, 윤리와 사상, 생활ㆍ교양교과 : 제2외국어Ⅰ 과목, 철학, 논리학, 심리학, 종교학"
국제문화정보학과,진로선택과목,"여행지리, 사회문제 탐구, 제2외국어Ⅱ 과목"
국제문화정보학과,전문교과Ⅰ,"국제 정치, 국제 경제, 국제법, 지역 이해, 비교 문화, 세계 문제와 미래 사회, 국제 관계와 국제기구, 현대 세계의 변화, 사회 탐구 방법 및 사회과제 연구"
국제문화정보학과,전문교과Ⅱ,"커뮤니케이션, 비즈니스 영어"
무도학과,공통과목,"체육, 윤리"
무도학과,일반선택과목,"체육교과 : 체육, 운동과 건강, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
무도학과,진로선택과목,"스포츠 생활, 체육 탐구"
무도학과,전문교과Ⅰ,"스포츠개론, 체육지도법, 체육 전공 실기 기초, 체육 전공 실기 심화, 체육 전공 실기 응용"
무도학과,전문교과Ⅱ,"인체 구조와 기능, 간호의 기초"
태권도과,공통과목,"체육, 윤리"
태권도과,일반선택과목,"체육교과 : 체육, 운동과 건강, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
태권도과,진로선택과목,"스포츠 생활, 체육 탐구"
태권도과,전문교과Ⅰ,"스포츠 개론, 체육 지도법, 체육 전공 실기 기초, 체육 전공 실기 심화, 체육 전공 실기 응용"
태권도과,전문교과Ⅱ,"인체 구조와 기능, 간호의 기초"
이벤트연출과,공통과목,"미술, 윤리"
이벤트연출과,일반선택과목,"예술교과 : 미술, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
이벤트연출과,진로선택과목,"미술 창작, 미술 감상과 비평"
이벤트연출과,전문교과Ⅰ,"미술 이론, 미술사, 드로잉 미술 전공 실기"
이벤트연출과,전문교과Ⅱ,"디자인 일반, 시각디자인, 색체 관리"
그래픽디자인과,공통과목,"미술, 윤리"
그래픽디자인과,일반선택과목,"예술교과 : 미술, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
그래픽디자인과,진로선택과목,"미술 창작, 미술 감상과 비평"
그래픽디자인과,전문교과Ⅰ,"미술 이론, 미술사, 드로잉 미술 전공 실기"
그래픽디자인과,전문교과Ⅱ,"디자인 일반, 시각디자인, 색체 관리"
멀티미디어과,공통과목,"수학, 과학, 예술, 생활ㆍ교양, 사회, 국어"
멀티미디어과,일반선택과목,"수학ㆍ과학교과 : 수학ⅠㆍⅡ, 확률과 통계, 물리학Ⅰ, 지구과학Ⅰ, 예술ㆍ사회교과 : 미술, 연극, 음악, 사회문화, 생활과 윤리, 세계사, 경제, 생활ㆍ교양교과 : 정보, 심리학, 논술, 인문학적 감성과 역사이해, 문학적 감성과 상상력"
멀티미디어과,진로선택과목,"미술창작, 미술/음악 감상과 비평, 사회문제 탐구, 고전 읽기, 융합 과학, 지식재산 일반, 창의 경영, 기하, 수학탐구 과제"
멀티미디어과,전문교과Ⅰ,"매체미술, 드로잉, 사진표현기법, 문학과 매체, 사회과제 연구, 영화 기술, 시나리오, 현대 세계의 변화"
멀티미디어과,전문교과Ⅱ,"미디어콘텐츠일반, 문화콘텐츠산업일반, 영상제작기초, 컴퓨터그래픽, 프로그래밍, 디지털 논리 회로, 디지털 이미지 재현"
멀티미디어학과,공통과목,"수학, 과학, 예술, 생활ㆍ교양, 사회, 국어"
멀티미디어학과,일반선택과목,"수학ㆍ과학교과 : 수학Ⅰ, 수학Ⅱ, 확률과 통계, 물리학Ⅰ, 지구과학Ⅰ, 예술ㆍ사회교과 : 미술, 연극, 음악, 사회문화, 생활과 윤리, 세계사, 경제, 생활ㆍ교양교과 : 정보, 심리학, 논술, 인문학적 감성과 역사이해, 문학적 감성과 상상력"
멀티미디어학과,진로선택과목,"미술창작, 미술/음악 감상과 비평, 사회문제 탐구, 고전 읽기, 융합 과학, 지식재산 일반, 창의 경영, 기하, 수학탐구 과제"
멀티미디어학과,전문교과Ⅰ,"매체미술, 드로잉, 사진표현기법, 문학과 매체, 사회과제 연구, 영화 기술, 시나리오, 현대 세계의 변화"
멀티미디어학과,전문교과Ⅱ,"미디어콘텐츠일반, 문화콘텐츠산업일반, 영상제작기초, 컴퓨터그래픽, 프로그래밍, 디지털 논리 회로, 디지털 이미지 재현"
영상콘텐츠과,공통과목,"미술, 윤리"
영상콘텐츠과,일반선택과목,"예술교과 : 미술, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
영상콘텐츠과,진로선택과목,"미술 창작, 미술 감상과 비평"
영상콘텐츠과,전문교과Ⅰ,"미술 이론, 미술사, 드로잉 미술 전공 실기"
영상콘텐츠과,전문교과Ⅱ,"디자인 일반, 시각디자인, 색체 관리"
경영정보과,공통과목,"영어, 사회, 생활ㆍ교양"
경영정보과,일반선택과목,"영어교과 : 영어 회화, 영어I, 영어Ⅱ, 사회교과 : 한국지리, 세계지리, 경제, 사회ㆍ문화, 생활과 윤리, 생활ㆍ교양교과 : 심리학, 교육학, 실용 경제"
경영정보과,진로선택과목,"실용 수학, 실용 영어, 진로 영어, 사회문제 탐구, 창의 경영, 지식 재산 일반"
경영정보과,전문교과Ⅰ,"정보과학, 국제 경제, 지역 이해, 세계 문제와 미래 사회, 사회 탐구 방법 및 사회과제 연구"
경영정보과,전문교과Ⅱ,"기업과 경영, 커뮤니케이션, 정보통신, 빅데이터 분석"
음악교육과,공통과목,"음악, 윤리"
음악교육과,일반선택과목,"예술교과 : 음악, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
음악교육과,진로선택과목,"음악 연주, 음악 감상과 비평"
음악교육과,전문교과Ⅰ,"음악 이론, 음악사, 시창ㆍ청음, 음악 전공 실기"
음악교육과,전문교과Ⅱ,음악 콘텐츠 제작
의료보장구과,공통과목,"영어, 과학"
의료보장구과,일반선택과목,"영어교과 : 영어Ⅰ, 영어Ⅱ, 영어 독해와 작문, 과학교과 : 화학Ⅰ, 생명과학Ⅰ"
의료보장구과,진로선택과목,"화학Ⅱ, 생명과학Ⅱ"
의료보장구과,전문교과Ⅰ,"고급 화학, 화학 실험, 고급 생명과학, 생명과학 실험, 과학 과제 연구"
의료보장구과,전문교과Ⅱ,"인체 구조와 기능, 기초 간호 임상 실무, 보건 간호"
의료정보공학과,공통과목,"영어, 수학, 과학, 기술가정"
의료정보공학과,일반선택과목,"영어교과 : 영어Ⅰ, 영어Ⅱ, 영어 독해와 작문, 수학교과 : 수학Ⅰ, 수학Ⅱ,, 미적분, 확률과 통계, 과학교과 : 화학Ⅰ, 생명과학Ⅰ, 기술ㆍ가정교과 : 정보"
의료정보공학과,진로선택과목,"화학Ⅱ, 생명과학Ⅱ, 지식 재산 일반"
의료정보공학과,전문교과Ⅰ,"정보 과학, 과학 과제 연구"
의료정보공학과,전문교과Ⅱ,"빅데이터 분석, 정보 보호 관리, 정보 처리와 관리"
의료정보시스템과,공통과목,"영어, 수학, 과학, 기술가정"
의료정보시스템과,일반선택과목,"영어교과 : 영어Ⅰ, 영어Ⅱ, 영어 독해와 작문, 수학교과 : 수학Ⅰ, 수학Ⅱ, 미적분, 확률과 통계, 과학교과 : 화학Ⅰ, 생명과학Ⅰ, 기술ㆍ가정교과 : 정보"
의료정보시스템과,진로선택과목,"화학Ⅱ, 생명과학Ⅱ, 지식 재산 일반"
의료정보시스템과,전문교과Ⅰ,"정보 과학, 과학 과제 연구"
의료정보시스템과,전문교과Ⅱ,"빅데이터 분석, 정보 보호 관리, 정보 처리와 관리"
우주과학과,공통과목,"수학, 과학, 기술가정"
우주과학과,일반선택과목,"수학교과 : 수학Ⅰ,Ⅱ, 미적분, 확률과 통계, 과학교과 : 물리학Ⅰ, 화학Ⅰ, 지구과학Ⅰ, 기술ㆍ가정교과 : 기술가정, 정보"
우주과학과,진로선택과목,"기하, 수학과제 탐구, 물리학Ⅱ, 화학Ⅱ, 지구과학Ⅱ, 생활과 과학, 융합과학, 공학일반"
우주과학과,전문교과Ⅰ,"심화 수학Ⅰ,Ⅱ, 고급 수학Ⅰ,Ⅱ, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 고급 지구과학, 지구과학 실험, 정보과학, 융합과학탐구, 과학과제연구"
우주과학과,전문교과Ⅱ,"공업 일반, 기계 일반, 기계 제도, 항공기 일반, 항공기 실무 기초, 항공기 기체 제작, 프로그래밍, 자료구조"
영어교육과,공통과목,"영어, 사회, 윤리"
영어교육과,일반선택과목,"영어교과 : 영어 회화, 영어Ⅰ, 영어 독해와 작문, 영어Ⅱ, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
영어교육과,진로선택과목,"실용 영어, 영어권 문화, 진로 영어, 영미 문학 읽기"
영어교육과,전문교과Ⅰ,비교 문화
영어교육과,전문교과Ⅱ,복지 서비스의 기초
철학과,공통과목,"사회, 교양, 과학, 한문, 제2외국어"
철학과,일반선택과목,"사회교과 : 윤리와 사상, 생활과 윤리, 사회문화, 세계사, 교양교과 : 철학, 논리학, 심리학, 종교학, 환경, 교육학, 논술, 과학교과 : 물리Ⅰ, 화학Ⅰ, 생명과학Ⅰ, 지구과학Ⅰ"
철학과,진로선택과목,"사회문제 탐구, 과전과 윤리, 생활과 과학, 융합 과학, 고전읽기"
철학과,전문교과Ⅰ,"사회과제 연구, 사회탐구 방법, 현대세계의 변화, 비교 문화, 세계 문제와 미래 사회"
미디어출판과,공통과목,"수학, 과학, 예술, 생활ㆍ교양, 사회, 국어"
미디어출판과,일반선택과목,"수학ㆍ과학교과 : 수학ⅠㆍⅡ, 확률과 통계, 물리학Ⅰ, 지구과학Ⅰ, 예술ㆍ사회교과 : 미술, 연극, 음악, 사회문화, 생활과 윤리, 세계사, 경제, 생활ㆍ교양교과 : 정보, 심리학, 논술, 인문학적 감성과 역사이해, 문학적 감성과 상상력"
미디어출판과,진로선택과목,"미술창작, 미술/음악 감상과 비평, 사회문제 탐구, 고전 읽기, 융합 과학, 지식재산 일반, 창의 경영, 기하, 수학탐구 과제"
미디어출판과,전문교과Ⅰ,"매체미술, 드로잉, 사진표현기법, 문학과 매체, 사회과제 연구, 영화 기술, 시나리오, 현대 세계의 변화"
미디어출판과,전문교과Ⅱ,"미디어콘텐츠일반, 문화콘텐츠산업일반, 영상제작기초, 컴퓨터그래픽, 프로그애밍, 디지털 논리 회로, 디지털 이미지 재현"
환경디자인과,공통과목,"미술, 윤리"
환경디자인과,일반선택과목,"예술교과 : 미술, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
환경디자인과,진로선택과목,"미술 창작, 미술 감상과 비평"
환경디자인과,전문교과Ⅰ,"미술 이론, 미술사, 드로잉 미술 전공 실기"
환경디자인과,전문교과Ⅱ,"디자인 일반, 시각디자인, 색체 관리"
환경디자인학과,공통과목,"미술, 윤리"
환경디자인학과,일반선택과목,"예술교과 : 미술, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
환경디자인학과,진로선택과목,"미술 창작, 미술 감상과 비평"
환경디자인학과,전문교과Ⅰ,"미술 이론, 미술사, 드로잉, 미술 전공 실기"
환경디자인학과,전문교과Ⅱ,"디자인 일반, 시각 디자인, 색채 관리"
의예과,공통과목,"영어, 수학, 과학, 윤리"
의예과,일반선택과목,"영어교과 : 영어Ⅰ, 영어Ⅱ, 영어 독해와 작문, 수학교과 : 수학Ⅰ, 수학Ⅱ, 미적분, 확률과 통계, 과학교과 : 생명과학Ⅰ, 화학Ⅰ, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학"
의예과,진로선택과목,"생명과학Ⅱ, 화학Ⅱ, 융합과학"
의예과,전문교과Ⅰ,"고급 화학 및 고급 생명과학, 화학실험 및 생명과학 실험, 과학과제 연구"
의예과,전문교과Ⅱ,인체 구조와 기능
임상병리과,공통과목,"영어, 과학"
임상병리과,일반선택과목,"영어교과 : 영어Ⅰ, 영어Ⅱ, 영어 독해와 작문, 과학교과 : 화학Ⅰ, 생명과학Ⅰ, 교양교과 : 심리학"
임상병리과,진로선택과목,"화학Ⅱ, 생명과학Ⅱ"
임상병리과,전문교과Ⅰ,"고급화학, 화학 실험, 고급 생명과학, 생명과학 실험, 과학과제 연구"
임상병리과,전문교과Ⅱ,"인체 구조와 기능, 기초 간호 임상 실무, 보건 간호"
임상병리학과,공통과목,"영어, 과학"
임상병리학과,일반선택과목,"영어교과 : 영어Ⅰ, 영어Ⅱ, 영어 독해와 작문, 과학교과 : 화학Ⅰ, 생명과학Ⅰ, 교양교과 : 심리학"
임상병리학과,진로선택과목,"화학Ⅱ, 생명과학Ⅱ"
임상병리학과,전문교과Ⅰ,"고급 화학, 화학 실험, 고급 생명과학, 생명과학 실험, 과학과제 연구"
임상병리학과,전문교과Ⅱ,"인체 구조와 기능, 기초 간호 임상 실무, 보건 간호"
자동차정비과,공통과목,"수학, 과학, 기술ㆍ가정"
자동차정비과,일반선택과목,"수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계, 과학교과 : 물리학Ⅰ, 화학Ⅰ, 기술ㆍ가정교과 : 기술ㆍ가정, 정보"
자동차정비과,진로선택과목,"기하, 수학과제 탐구, 물리학Ⅱ, 화학Ⅱ, 생활과 과학, 융합과학, 공학일반"
자동차정비과,전문교과Ⅰ,"심화수학ⅠㆍⅡ, 고급 수학ⅠㆍⅡ, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 과학과제연구"
자동차정비과,전문교과Ⅱ,"기계 제도, 자동차 일반, 자동차 기관, 자동차 전기ㆍ전자 제어, 자동차 엔진 정비, 자동차 차체 정비"
전기제어공학과,공통과목,"수학, 과학, 기술ㆍ가정"
전기제어공학과,일반선택과목,"수학교과 : 수학ⅠㆍⅡ, 미적분, 확률과 통계, 과학교과 : 물리학Ⅰ, 화학Ⅰ, 기술ㆍ가정교과 : 기술ㆍ가정, 정보"
전기제어공학과,진로선택과목,"기하, 물리학Ⅱ, 화학Ⅱ, 공학 일반"
전기제어공학과,전문교과Ⅰ,"심화수학ⅠㆍⅡ, 고급 수학ⅠㆍⅡ, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 융합과학탐구, 과학과제연구"
전기제어공학과,전문교과Ⅱ,"공업 일반, 기계 제어 설계, 기계 소프트웨어 개발, 프로그래밍, 사물 인터넷 서비스 기획"
가정교육과,공통과목,"영어, 기술ㆍ가정, 윤리"
가정교육과,일반선택과목,"기술ㆍ가정교과 : 기술ㆍ가정, 사회교과 : 생활과 윤리, 윤리와 사상, 교양교과 : 철학, 심리학, 교육학"
가정교육과,진로선택과목,"공학일반, 창의경영, 해양 문화와 기술, 가정과학, 지식재산 일반"
가정교육과,전문교과Ⅰ,사회과제 연구
가정교육과,전문교과Ⅱ,"기초제도, 식품과학, 식품위생 "
지리학과,공통과목,"사회, 생활ㆍ교양"
지리학과,일반선택과목,"사회교과 : 한국지리, 세계지리, 사회문화, 생활과 윤리, 생활ㆍ교양교과 : 심리학, 환경"
지리학과,진로선택과목,"여행지리, 사회문제 탐구"
지리학과,전문교과Ⅰ,"지역 이해, 세계 문제와 미래 사회, 현대 세계의 변화, 사회 탐구 방법 및 사회과제 연구"
지리학과,전문교과Ⅱ,"공간정보융합서비스, 빅데이터 분석, 인간과 환경, 환경 보전, 해양 환경과 자원"
지질학과,공통과목,"과학, 사회, 교양, 수학"
지질학과,일반선택과목,"과학교과 : 지구과학Ⅰ, 물리Ⅰ, 화학Ⅰ, 생명과학Ⅰ, 사회교과 : 사회문화, 한국지리, 세계지리, 생활과 윤리, 교양ㆍ수학교과 : 환경, 보건학, 논술, 수학Ⅰ, 수학Ⅱ, 미적분, 확률과 통계"
지질학과,진로선택과목,"지구과학Ⅱ, 융합과학, 생활과 과학, 과학사, 기하, 공학 일반, 사회문제탐구"
지질학과,전문교과Ⅰ,"고급 지구과학, 지구과학 실험, 과학과제 연구, 융합과학 탐구, 정보과학, 생태와 환경"
지질학과,전문교과Ⅱ,"인간과 환경, 환경 측정 관리"
장례지도과,공통과목,"사회, 생활ㆍ교양"
장례지도과,일반선택과목,"사회교과 : 사회ㆍ문화, 생활과 윤리, 윤리와 사상, 생활ㆍ교양교과 : 철학, 논리학, 심리학, 교육학"
장례지도과,진로선택과목,사회문제 탐구
장례지도과,전문교과Ⅰ,"지역 이해, 세계 문제와 미래 사회, 현대 세계의 변화, 사회 탐구 방법 및 사회과제 연구"
장례지도과,전문교과Ⅱ,"사무 행정, 인간 발달, 아동 복지, 복지 서비스의 기초, 대인 복지 서비스"
환경화학과,공통과목,"수학, 과학, 기술ㆍ가정"
환경화학과,일반선택과목,"수학교과 : 수학Ⅰ, 수학Ⅱ, 미적분, 확률과 통계, 과학교과 : 물리학Ⅰ, 화학Ⅰ, 기술ㆍ가정교과 : 기술ㆍ가정, 정보"
환경화학과,진로선택과목,"기하, 물리학Ⅱ, 화학Ⅱ, 공학 일반"
환경화학과,전문교과Ⅰ,"심화수학ⅠㆍⅡ, 고급 수학ⅠㆍⅡ, 고급 물리학, 물리학 실험, 고급 화학, 화학 실험, 정보과학, 과학과제연구"
환경화학과,전문교과Ⅱ,"공업일반, 공업 화학, 제조 화학, 화학 분석, 석유 화학 제품"
문헌정보과,공통과목,"국어, 수학, 생활ㆍ교양, 영어"
문헌정보과,일반선택과목,"국어교과 : 언어와 매체, 독서, 문학, 화법과 작문, 수학교과 : 확률과 통계, 수학Ⅰ, 수학Ⅱ, 생활ㆍ교양교과 : 정보, 영어Ⅰ, 철학, 교육학, 심리학, 종교학, 논리학"
문헌정보과,진로선택과목,"실용 국어, 심화 국어, 고전 읽기, 사회문제 탐구, 기하, 수학과제 탐구"
문헌정보과,전문교과Ⅰ,"사회탐구 방법, 사회과제 연구, 문학과 매체, 정보과학"
문헌정보과,전문교과Ⅱ,정보처리와 관리
전통조리과,공통과목,"과학, 생활ㆍ교양, 사회"
전통조리과,일반선택과목,"과학교과 : 생명과학Ⅰ, 화학Ⅰ, 물리Ⅰ, 생활ㆍ교양교과 : 기술가정, 정보, 보건학, 환경, 심리학, 교육학, 실용경제, 사회교과 : 사회문화, 생활과 윤리, 정치와 법"
전통조리과,진로선택과목,"생명과학Ⅱ, 화학Ⅱ, 융합과학, 생활과 과학, 농업생명과학, 가정과학"
전통조리과,전문교과Ⅰ,"생명과학실험, 물리/화학 실험, 융합과학 탐구, 과학과제 연구"
전통조리과,전문교과Ⅱ,"식품과 영양, 식품위생, 급식관리, 식품과학, 식품분석"
호텔외식경영과,공통과목,"수학, 사회, 기술ㆍ가정, 생활ㆍ교양"
호텔외식경영과,일반선택과목,"수학교과 : 수학I, Ⅱ, 미적분, 확률과 통계, 사회교과 : 경제, 생활과 윤리, 기술ㆍ가정교과 : 정보, 생활ㆍ교양교과 : 실용 경제"
